index1,topic_charact,number_of_abs,title
3195,1_climat_chang_temperatur_futur_project,2000,Comparative life cycle assessment of manufactured and remanufactured loading machines in China
3196,1_climat_chang_temperatur_futur_project,2000,The real drivers of carbon capture and storage in China
3197,1_climat_chang_temperatur_futur_project,2000,"Modeling an emissions peak in China around 2030: Synergies or trade-offs between economy, energy and climate security"
3198,1_climat_chang_temperatur_futur_project,2000,CO2 emission changes of China's power generation system: Input-output subsystem analysis
3199,1_climat_chang_temperatur_futur_project,2000,Low-carbon scenarios for the power generation sector in Korea
3200,1_climat_chang_temperatur_futur_project,2000,"Co-benefits of global, domestic, and sectoral greenhouse gas mitigation for US air quality and human health in 2050"
3201,1_climat_chang_temperatur_futur_project,2000,From long-term targets to cumulative emission pathways: Reframing UK climate policy
3202,1_climat_chang_temperatur_futur_project,2000,Potential production and distribution of microalgae in China
3203,1_climat_chang_temperatur_futur_project,2000,STRATEGIC APPROACHES ON AIR QUALITY IN ROMANIA-2035 PERSPECTIVES
3204,1_climat_chang_temperatur_futur_project,2000,Cropland acidification increases risk of yield losses and food insecurity in China
3205,1_climat_chang_temperatur_futur_project,2000,"Development of community-based waste recycling (garbage bank and 3R waste treatment facility) for mitigating greenhouse gas emissions in Padang City, Indonesia"
3206,1_climat_chang_temperatur_futur_project,2000,Material flow accounting for an Irish rural community engaged in energy efficiency and renewable energy generation
3207,1_climat_chang_temperatur_futur_project,2000,Climate Change Mitigation - Law and Policy Development in China
3208,1_climat_chang_temperatur_futur_project,2000,Exploring regional differences in the impact of high energy-intensive industries on CO2 emissions: Evidence from a panel analysis in China
3209,1_climat_chang_temperatur_futur_project,2000,The impact of Emission Trading Scheme (ETS) and the choice of coverage industry in ETS: A case study in China
3210,1_climat_chang_temperatur_futur_project,2000,Contribution of non-renewable sources for limiting the electrical CO2 emission factor in ecuador
3211,1_climat_chang_temperatur_futur_project,2000,Study of the impact of energy consumption structure on carbon emission intensity in China from the perspective of spatial effects
3212,1_climat_chang_temperatur_futur_project,2000,Synchronising ministry of agriculture target with emission mitigation action target: Case study of Indonesia Towards 2030
3213,1_climat_chang_temperatur_futur_project,2000,Solar energy policy to boost Brazilian power sector
3214,1_climat_chang_temperatur_futur_project,2000,Local energy planning: Potential and perspectives of transport sector in sustainable energy action plans (SEAPs) of four small Italian islands
3215,1_climat_chang_temperatur_futur_project,2000,"Emission Inventory and Prediction of Non-road Machineries in the Yangtze River Delta Region, China [长三角区域非道路移动机械排放清单及预测]"
3216,1_climat_chang_temperatur_futur_project,2000,"Mitigation of groundwater level deterioration of the Nubian Sandstone aquifer in Farafra Oasis, Western Desert, Egypt"
3217,1_climat_chang_temperatur_futur_project,2000,An Exploratory Study on the Cause of the Poor Performance ofClimate Change in Korea
3218,1_climat_chang_temperatur_futur_project,2000,European Union post-Kyoto scenarios: Benefits from accelerated technology progress
3219,1_climat_chang_temperatur_futur_project,2000,CO2 emissions in China's building sector through 2050: A scenario analysis based on a bottom-up model
3220,1_climat_chang_temperatur_futur_project,2000,Efficiency and Carbon Footprint of the German Meat Supply Chain
3221,1_climat_chang_temperatur_futur_project,2000,"Forecasting of energy-related CO2 emissions in China based on GM(1,1) and least squares support vector machine optimized by modified shuffled frog leaping algorithm for sustainability"
3222,1_climat_chang_temperatur_futur_project,2000,"Analysis of environmental conditions for the conceptual design of a 200 MW floating offshore wind farm in the East Sea, Korea"
3223,1_climat_chang_temperatur_futur_project,2000,"Ecological vulnerability indicators to drought: Case of communal farmers in Eastern Cape, South Africa"
3224,1_climat_chang_temperatur_futur_project,2000,"Processing: EU Refining - 2: Refiners to add more conversion, pay more for more complexity"
3225,1_climat_chang_temperatur_futur_project,2000,Mapping a Low-Carbon Future for the Philippines: Scenario Results from a Fractional Programming Input-Output Model
3226,1_climat_chang_temperatur_futur_project,2000,The impact of inter-regional transmission grid expansion on China's power sector decarbonization
3227,1_climat_chang_temperatur_futur_project,2000,The climate and health effects of a USA switch from coal to gas electricity generation
3228,1_climat_chang_temperatur_futur_project,2000,Estimated Changes in Life Expectancy and Adult Mortality Resulting from Declining PM2.5 Exposures in the Contiguous United States: 1980-2010
3229,1_climat_chang_temperatur_futur_project,2000,Aviation emissions and abatement policies in the United States: A city-pair analysis
3230,1_climat_chang_temperatur_futur_project,2000,Energy policy in Austria [Energiestrategie Österreich]
3231,1_climat_chang_temperatur_futur_project,2000,"Assessment of co-seismic landslide hazard using the Newmark model and statistical analyses: a case study of the 2013 Lushan, China, Mw6.6 earthquake"
3232,1_climat_chang_temperatur_futur_project,2000,Modelling building energy consumption in China under different future scenarios
3233,1_climat_chang_temperatur_futur_project,2000,Prospects of India's energy and emissions for a long time frame
3234,1_climat_chang_temperatur_futur_project,2000,Prediction of Technological Change under Shared Socioeconomic Pathways and Regional Differences: A Case Study of Irrigation Water Use Efficiency Changes in Chinese Provinces
3235,1_climat_chang_temperatur_futur_project,2000,Recent energy policy developments in the United States
3236,1_climat_chang_temperatur_futur_project,2000,"Integrated spatiotemporal modelling of bioenergy production potentials, agricultural land use, and related GHG balances; demonstrated for Ukraine"
3237,1_climat_chang_temperatur_futur_project,2000,A feasibility study of renewable energy and carbon emission reduction in Iskandar Malaysia
3238,1_climat_chang_temperatur_futur_project,2000,Quantifying the effects of vehicle technical performance and electricity carbon intensity on greenhouse gas emissions from electric light truck: A case study of China
3239,1_climat_chang_temperatur_futur_project,2000,Comparison of carbon emission scenarios predicted by the China TIMES model
3240,1_climat_chang_temperatur_futur_project,2000,Multi-model comparison of Swiss decarbonization scenarios
3241,1_climat_chang_temperatur_futur_project,2000,Inter-regional power grid planning up to 2030 in China considering renewable energy development and regional pollutant control: A multi-region bottom-up optimization model
3242,1_climat_chang_temperatur_futur_project,2000,Forecasting the energy-related CO2 emissions of Turkey using a grey prediction model
3243,1_climat_chang_temperatur_futur_project,2000,Aqueous-phase mechanism for secondary organic aerosol formation from isoprene: Application to the southeast United States and co-benefit of SO2 emission controls
3244,1_climat_chang_temperatur_futur_project,2000,Carbon dynamics and GHG implications of increasing wood construction: long-term scenarios for residential buildings in Austria
3245,1_climat_chang_temperatur_futur_project,2000,Analysis on long-term emission and reduction potential of greenhouse gases in the industrial sector of seosan city of Korea using long-range energy alternatives planning model
3246,1_climat_chang_temperatur_futur_project,2000,The impact of Germany's Energiewende on the transport sector – Unsolved problems and conflicts
3247,1_climat_chang_temperatur_futur_project,2000,Co-benefits of China's climate policy for air quality and human health in China and transboundary regions in 2030
3248,1_climat_chang_temperatur_futur_project,2000,India's National A-USC mission - Plan and progress
3249,1_climat_chang_temperatur_futur_project,2000,A Study on the Characteristics of Building Energy Consumption and Greenhouse Gas Emission in Korea - Focused on the years of 2011 to 2018 -
3250,1_climat_chang_temperatur_futur_project,2000,"Dynamic estimation of greenhouse gas emissions from bovine livestock of Valle del Cauca, Colombia"
3251,1_climat_chang_temperatur_futur_project,2000,Forecasting CO2 emissions from energy consumption in Pakistan under different scenarios: The China–Pakistan Economic Corridor
3252,1_climat_chang_temperatur_futur_project,2000,"Dynamics of the land use, land use change, and forestry sink in the European Union: the impacts of energy and climate targets for 2030"
3253,1_climat_chang_temperatur_futur_project,2000,A hybrid modelling approach to develop scenarios for China's carbon dioxide emissions to 2050
3254,1_climat_chang_temperatur_futur_project,2000,Money does grow on trees: Impacts of the Paris agreement on the New Zealand economy
